Dengue Serotype,Dengue Protein ,Interaction type,Gene symbol,Human Protein,NCBI,Method ,Details,Author,PUBMED ID/link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,requires,23352,UBR4,http://www.ncbi.nlm.nih.gov/gene/23352,Yeast Two hybrid Test,STAT2 signaling and dengue virus infection,Juliet Morrison et al.,PMC3995738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Binds to,23352,UBR4,http://www.ncbi.nlm.nih.gov/gene/23352,Yeast Two hybrid Test,STAT2 signaling and dengue virus infection,Juliet Morrison et al.,PMC3995738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,224,ALDH3A2,http://www.ncbi.nlm.nih.gov/gene/224,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,811,CALR,http://www.ncbi.nlm.nih.gov/gene/811,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,847,CAT,http://www.ncbi.nlm.nih.gov/gene/847,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,440193,CCDC88C,http://www.ncbi.nlm.nih.gov/gene/440193,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,9662,CEP135,http://www.ncbi.nlm.nih.gov/gene/9662,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,22837,COBLL1,http://www.ncbi.nlm.nih.gov/gene/22837,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,51747,CROP,http://www.ncbi.nlm.nih.gov/gene/51747,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,9820,CUL7,http://www.ncbi.nlm.nih.gov/gene/9820,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,667,DST,http://www.ncbi.nlm.nih.gov/gene/667,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,2243,FGA,http://www.ncbi.nlm.nih.gov/gene/2243,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,51361,HOOK1,http://www.ncbi.nlm.nih.gov/gene/51361,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,642846,LOC642846,http://www.ncbi.nlm.nih.gov/gene/642846,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,,LOC643696,,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,,LOC728047,http://www.ncbi.nlm.nih.gov/gene/2804,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,4926,NUMA1,http://www.ncbi.nlm.nih.gov/gene/4926,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,5116,PCNT,http://www.ncbi.nlm.nih.gov/gene/5116,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8554,PIAS1,http://www.ncbi.nlm.nih.gov/gene/8554,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8635,RNASET2,http://www.ncbi.nlm.nih.gov/gene/8635,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,10806,SDCCAG8,http://www.ncbi.nlm.nih.gov/gene/10806,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,9295,SFRS11,http://www.ncbi.nlm.nih.gov/gene/9295,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6709,SPTAN1,http://www.ncbi.nlm.nih.gov/gene/6709,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6712,SPTBN2,http://www.ncbi.nlm.nih.gov/gene/6712,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,23345,SYNE1,http://www.ncbi.nlm.nih.gov/gene/23345,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,7159,TP53BP2,http://www.ncbi.nlm.nih.gov/gene/7159,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,55223,TRIM62,http://www.ncbi.nlm.nih.gov/gene/55223,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,137492,VPS37A,http://www.ncbi.nlm.nih.gov/gene/137492,yeast Two Hybrid Test,A Physical Interaction Network of Dengue Virus and Human Proteins,Khadka S et al.,"PMID:21911577,PMCID:PMC3237087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8729,GBF1,http://www.ncbi.nlm.nih.gov/gene/8729,"Affinity tags and
quantitative proteomic and Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT)","Quantitative Proteomic Analysis of Host-virus
Interactions Reveals a Role for Golgi Brefeldin
A Resistance Factor 1 (GBF1) in Dengue
Infection",Lindsay N. Carpp  et al.,"PMID:
    26998762, PMCID: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,9938,ARHGAP25,http://www.ncbi.nlm.nih.gov/gene/9938,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,196528,ARID2,http://www.ncbi.nlm.nih.gov/gene/196528,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,406,ARNTL,http://www.ncbi.nlm.nih.gov/gene/406,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1822,ATN1,http://www.ncbi.nlm.nih.gov/gene/1822,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,636,BICD1,http://www.ncbi.nlm.nih.gov/gene/636,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,55668,C14orf118,http://www.ncbi.nlm.nih.gov/gene/55668,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,126353,C19orf21,http://www.ncbi.nlm.nih.gov/gene/?term=C19orf21[sym],yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,23125,CAMTA2,http://www.ncbi.nlm.nih.gov/gene/23125,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,64770,CCDC14,http://www.ncbi.nlm.nih.gov/gene/64770,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,54908,CCDC99,http://www.ncbi.nlm.nih.gov/gene/54908,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,81669,CCNL2,http://www.ncbi.nlm.nih.gov/gene/81669,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1009,CDH11,http://www.ncbi.nlm.nih.gov/gene/1009,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,11190,CEP250,http://www.ncbi.nlm.nih.gov/gene/11190,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1107,CHD3,http://www.ncbi.nlm.nih.gov/gene/1107,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,6249,CLIP1,http://www.ncbi.nlm.nih.gov/gene/6249,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1785,DNM2,http://www.ncbi.nlm.nih.gov/gene/1785,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,1856,DVL2,http://www.ncbi.nlm.nih.gov/gene/1856,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,10969,EBNA1BP2,http://www.ncbi.nlm.nih.gov/gene/10969,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,11117,EMILIN1,http://www.ncbi.nlm.nih.gov/gene/11117,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,2023,ENO1,http://www.ncbi.nlm.nih.gov/gene/2023,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,2122,EVI1,http://www.ncbi.nlm.nih.gov/gene/2122,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,79632,FAM184A,http://www.ncbi.nlm.nih.gov/gene/79632,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,339145,FAM92B,http://www.ncbi.nlm.nih.gov/gene/339145,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,57120,GOPC,http://www.ncbi.nlm.nih.gov/gene/57120,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,2896,GRN,http://www.ncbi.nlm.nih.gov/gene/2896,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,23072,HECW1,http://www.ncbi.nlm.nih.gov/gene/23072,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,3185,HNRPF,http://www.ncbi.nlm.nih.gov/gene/3185,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,3189,HNRPH3,http://www.ncbi.nlm.nih.gov/gene/3189,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,interacts with,3455,IFNAR2,http://www.ncbi.nlm.nih.gov/gene/3455,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,3699,ITIH3,http://www.ncbi.nlm.nih.gov/gene/3699,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,182,JAG1,http://www.ncbi.nlm.nih.gov/gene/182,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,3913,LAMB2,http://www.ncbi.nlm.nih.gov/gene/3913,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,201255,LRRC45,http://www.ncbi.nlm.nih.gov/gene/201255,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,4053,LTBP3,http://www.ncbi.nlm.nih.gov/gene/4053,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,4188,MDFI,http://www.ncbi.nlm.nih.gov/gene/4188,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,29079,MED4,http://www.ncbi.nlm.nih.gov/gene/29079,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,79083,MLPH,http://www.ncbi.nlm.nih.gov/gene/79083,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,55052,MRPL20,http://www.ncbi.nlm.nih.gov/gene/55052,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,4627,MYH9,http://www.ncbi.nlm.nih.gov/gene/4627,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8508,NIPSNAP1,http://www.ncbi.nlm.nih.gov/gene/8508,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,222698,NKAPL,http://www.ncbi.nlm.nih.gov/gene/222698,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,26155,NOC2L,http://www.ncbi.nlm.nih.gov/gene/26155,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,9659,PDE4DIP,http://www.ncbi.nlm.nih.gov/gene/9659,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,1912,PHC2,http://www.ncbi.nlm.nih.gov/gene/1912,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,10401,PIAS3,http://www.ncbi.nlm.nih.gov/gene/10401,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,5478,PPIA,http://www.ncbi.nlm.nih.gov/gene/5478,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,90673,PPP1R3E,http://www.ncbi.nlm.nih.gov/gene/90673,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,23082,PPRC1,http://www.ncbi.nlm.nih.gov/gene/23082,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8045,RASSF7,http://www.ncbi.nlm.nih.gov/gene/8045,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,51132,RNF12,http://www.ncbi.nlm.nih.gov/gene/51132,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,54941,RNF125,http://www.ncbi.nlm.nih.gov/gene/54941,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,51808,RNUXA,http://www.ncbi.nlm.nih.gov/gene/51808,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,23513,SCRIB,http://www.ncbi.nlm.nih.gov/gene/23513,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6598,SMARCB1,http://www.ncbi.nlm.nih.gov/gene/6598,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6626,SNRPA,http://www.ncbi.nlm.nih.gov/gene/6626,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,8148,TAF15,http://www.ncbi.nlm.nih.gov/gene/8148,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,23671,TMEFF2,http://www.ncbi.nlm.nih.gov/gene/23671,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,55219,TMEM57,http://www.ncbi.nlm.nih.gov/gene/55219,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,10040,TOM1L1,http://www.ncbi.nlm.nih.gov/gene/10040,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,6737,TRIM21,http://www.ncbi.nlm.nih.gov/gene/6737,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,Interacts with,10190,TXNDC9,http://www.ncbi.nlm.nih.gov/gene/10190,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NS5,phosphorylates,7297,TYK2,http://www.ncbi.nlm.nih.gov/gene/7297,yeast Two Hybrid Test ,Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen,Marc Le Breton et al.,PMCID:PMC3215679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
